id_cp_interaction	CellType_a	CellType_b	gene_a	gene_b	expValues_a	expValues_b	pValue	mean	significant_mean	annotation_strategy	interacting_pair	Ligand	Receptor	top50的significant_mean的编号
CPI-SS0C4E86714	Th2	Proliferating T	TNFRSF1B	GRN	0.592	0.749	0	0.671	0.671	IMEx,InnateDB-All,MINT	TNFRSF1B_GRN	TNFRSF1B	GRN	24
CPI-SS09A3FA737	Th2	CD1C+CLEC10A+IL1Bhigh DC	NAMPT	P2RY6	1.122	0.218	0	0.67	0.67	IMEx,IntAct	NAMPT_P2RY6	NAMPT	P2RY6	47
CPI-SS00B1BEE64	Th2	Keratinocyte 0	CD2	CD58	1.172	0.169	0	0.67	0.67	curated	CD2_CD58	CD2	CD58	29
CPI-SS00B1BEE64	Th2	Memory CD4 T	CD2	CD58	1.172	0.169	0	0.67	0.67	curated	CD2_CD58	CD2	CD58	29
CPI-SS0735F5C3A	Th2	Keratinocyte 7	TIMP1	FGFR2	1.237	0.097	0	0.667	0.667	InnateDB-All	TIMP1_FGFR2	TIMP1	FGFR2	35
CPI-SS00B1BEE64	Th2	CD163+CD16A+CCL18+ Monocytes	CD2	CD58	1.172	0.159	0	0.666	0.666	curated	CD2_CD58	CD2	CD58	29
CPI-SS092E57263	Th2	CD163+CD16A+CCL18+ Monocytes	CSF2	CSF1R	0.394	0.934	0	0.664	0.664	guidetopharmacology.org	CSF2_CSF1R	CSF2	CSF1R	34
CPI-SS052C9BB74	Th2	pDC and Mast	NR3C1	CXCL8	0.806	0.521	0	0.663	0.663	I2D,InnateDB	NR3C1_CXCL8	NR3C1	CXCL8	3
CPI-SS00F282936	Th2	DC-like Monocytes	CXCR6	CXCL16	0.469	0.852	0	0.66	0.66	curated	CXCR6_CXCL16	CXCR6	CXCL16	33
CPI-SS00F282936	Th2	CD1C+CLEC10A+IL1Bhigh DC	CXCR6	CXCL16	0.469	0.85	0	0.659	0.659	curated	CXCR6_CXCL16	CXCR6	CXCL16	33
CPI-SS0CE693E3E	Th2	Fibroblast 6	LGALS9	P4HB	0.117	1.194	0.05	0.655	0.655	curated	LGALS9_P4HB	LGALS9	P4HB	30
CPI-SS00B1BEE64	Th2	Fibroblast 1	CD2	CD58	1.172	0.128	0	0.65	0.65	curated	CD2_CD58	CD2	CD58	29
CPI-SS00B1BEE64	Th2	Keratinocyte 6	CD2	CD58	1.172	0.123	0	0.647	0.647	curated	CD2_CD58	CD2	CD58	29
CPI-SS00B1BEE64	Th2	Fibroblast 0	CD2	CD58	1.172	0.121	0	0.646	0.646	curated	CD2_CD58	CD2	CD58	29
CPI-SS0859C173B	Th2	Keratinocyte 7	TNFSF14	LTBR	0.52	0.768	0	0.644	0.644	curated	TNFSF14_LTBR	TNFSF14	LTBR	48
CPI-SS00B1BEE64	Th2	Keratinocyte 1	CD2	CD58	1.172	0.115	0	0.643	0.643	curated	CD2_CD58	CD2	CD58	29
CPI-SS0FBFBF63E	Th2	FCN1+VCAN+IL1Bhigh Monocytes	NR3C1	IL10	0.806	0.478	0	0.642	0.642	InnateDB-All	NR3C1_IL10	NR3C1	IL10	46
CPI-SS085EE60B1	Th2	Fibroblast 1	TGFB1	TGFBR3	0.816	0.465	0	0.64	0.64	curated	TGFB1_TGFBR3	TGFB1	TGFBR3	49
CPI-SS0CE693E3E	Th2	Keratinocyte 0	LGALS9	P4HB	0.117	1.162	0.01	0.64	0.64	curated	LGALS9_P4HB	LGALS9	P4HB	30
CPI-SS03F821467	Th2	Keratinocyte 7	CD96	NECTIN1	0.676	0.602	0	0.639	0.639	curated	CD96_NECTIN1	CD96	NECTIN1	45
CPI-SS0A84B95C5	Th2	APOE+CD9+ Monocytes	NR3C1	CCL2	0.806	0.469	0	0.638	0.638	InnateDB	NR3C1_CCL2	NR3C1	CCL2	15
CPI-SS092E57263	Th2	DC-like Monocytes	CSF2	CSF1R	0.394	0.876	0	0.635	0.635	guidetopharmacology.org	CSF2_CSF1R	CSF2	CSF1R	34
CPI-SS085EE60B1	Th2	Th2	TGFB1	TGFBR3	0.816	0.454	0	0.635	0.635	curated	TGFB1_TGFBR3	TGFB1	TGFBR3	49
CPI-SS09A3FA737	Th2	CD1C+CLEC10A+IL1Blow DC	NAMPT	P2RY6	1.122	0.145	0	0.634	0.634	IMEx,IntAct	NAMPT_P2RY6	NAMPT	P2RY6	47
CPI-SS08A1F8C22	Th2	CD1C+CLEC10A+IL1Blow DC	TGFB1	VDR	0.816	0.443	0	0.629	0.629	InnateDB-All	TGFB1_VDR	TGFB1	VDR	50
CPI-SS0A2949959	Th2	DC-like Monocytes	ICAM3	CD209	1.014	0.24	0	0.627	0.627	curated	ICAM3_CD209	ICAM3	CD209	39
CPI-SS09A3FA737	Th2	pDC and Mast	NAMPT	P2RY6	1.122	0.125	0	0.623	0.623	IMEx,IntAct	NAMPT_P2RY6	NAMPT	P2RY6	47
CPI-SS0C4E86714	Th2	Keratinocyte 6	TNFRSF1B	GRN	0.592	0.649	0	0.621	0.621	IMEx,InnateDB-All,MINT	TNFRSF1B_GRN	TNFRSF1B	GRN	24
CPI-SS03F821467	Th2	Keratinocyte 5	CD96	NECTIN1	0.676	0.563	0	0.62	0.62	curated	CD96_NECTIN1	CD96	NECTIN1	45
CPI-SS0B0E09B1C	Th2	CD1C+CLEC10A+IL1Bhigh DC	CTLA4	CD86	0.526	0.709	0	0.617	0.617	curated	CTLA4_CD86	CTLA4	CD86	40
CPI-SS00F282936	Th2	Langerhans cells	CXCR6	CXCL16	0.469	0.76	0	0.615	0.615	curated	CXCR6_CXCL16	CXCR6	CXCL16	33
CPI-SS077D7365D	Th2	CD1C+CLEC10A+IL1Bhigh DC	CD28	CD86	0.517	0.709	0	0.613	0.613	curated	CD28_CD86	CD28	CD86	42
CPI-SS085EE60B1	Th2	Fibroblast 0	TGFB1	TGFBR3	0.816	0.392	0	0.604	0.604	curated	TGFB1_TGFBR3	TGFB1	TGFBR3	49
CPI-SS0E7D5974D	Th2	FCN1+VCAN+IL1Bhigh Monocytes	TNF	TNFRSF1B	0.439	0.767	0	0.603	0.603	curated	TNF_TNFRSF1B	TNF	TNFRSF1B	32
CPI-SS03F821467	Th2	Keratinocyte 0	CD96	NECTIN1	0.676	0.53	0	0.603	0.603	curated	CD96_NECTIN1	CD96	NECTIN1	45
CPI-SS061A7E099	Th2	pDC and Mast	CD55	ADGRE5	0.515	0.685	0	0.6	0.6	curated	CD55_ADGRE5	CD55	ADGRE5	41
CPI-SS0A76A8E97	Th2	DC-like Monocytes	HLA-F	LILRB2	0.775	0.42	0	0.598	0.598	curated	HLA-F_LILRB2	HLA-F	LILRB2	43
CPI-SS085EE60B1	Th2	Fibroblast 6	TGFB1	TGFBR3	0.816	0.379	0	0.597	0.597	curated	TGFB1_TGFBR3	TGFB1	TGFBR3	49
CPI-SS0F3D40856	Th2	CD163+CD16A+CCL18+ Monocytes	PGRMC2	CCL4L2	0.104	1.069	0	0.586	0.586	IMEx,IntAct	PGRMC2_CCL4L2	PGRMC2	CCL4L2	25
CPI-SS0C4E86714	Th2	Fibroblast 0	TNFRSF1B	GRN	0.592	0.575	0	0.584	0.584	IMEx,InnateDB-All,MINT	TNFRSF1B_GRN	TNFRSF1B	GRN	24
CPI-SS052C9BB74	Th2	Proliferating T	NR3C1	CXCL8	0.806	0.36	0	0.583	0.583	I2D,InnateDB	NR3C1_CXCL8	NR3C1	CXCL8	3
CPI-SS0C4E86714	Th2	pDC and Mast	TNFRSF1B	GRN	0.592	0.573	0	0.583	0.583	IMEx,InnateDB-All,MINT	TNFRSF1B_GRN	TNFRSF1B	GRN	24
CPI-SS0A84B95C5	Th2	pDC and Mast	NR3C1	CCL2	0.806	0.36	0	0.583	0.583	InnateDB	NR3C1_CCL2	NR3C1	CCL2	15
CPI-SS0FBFBF63E	Th2	CD163+CD16A+CCL18+ Monocytes	NR3C1	IL10	0.806	0.352	0	0.579	0.579	InnateDB-All	NR3C1_IL10	NR3C1	IL10	46
CPI-SS0A76A8E97	Th2	CD163+CD16A+CCL18+ Monocytes	HLA-F	LILRB2	0.775	0.378	0	0.576	0.576	curated	HLA-F_LILRB2	HLA-F	LILRB2	43
CPI-SS0859C173B	Th2	Keratinocyte 5	TNFSF14	LTBR	0.52	0.63	0	0.575	0.575	curated	TNFSF14_LTBR	TNFSF14	LTBR	48
CPI-SS0B0E09B1C	Th2	CD1C+CLEC10A+IL1Blow DC	CTLA4	CD86	0.526	0.614	0	0.57	0.57	curated	CTLA4_CD86	CTLA4	CD86	40
CPI-SS077D7365D	Th2	CD1C+CLEC10A+IL1Blow DC	CD28	CD86	0.517	0.614	0	0.566	0.566	curated	CD28_CD86	CD28	CD86	42
CPI-SS0DBA4D668	Th2	Fibroblast 1	DPP4	CXCL12	0.166	0.965	0	0.565	0.565	curated	DPP4_CXCL12	DPP4	CXCL12	5
CPI-SS092E57263	Th2	CD1C+CLEC10A+IL1Blow DC	CSF2	CSF1R	0.394	0.732	0	0.563	0.563	guidetopharmacology.org	CSF2_CSF1R	CSF2	CSF1R	34
CPI-SS03F821467	Th2	Keratinocyte CCL2- Cluster3	CD96	NECTIN1	0.676	0.45	0	0.563	0.563	curated	CD96_NECTIN1	CD96	NECTIN1	45
CPI-SS08A1F8C22	Th2	DC-like Monocytes	TGFB1	VDR	0.816	0.308	0	0.562	0.562	InnateDB-All	TGFB1_VDR	TGFB1	VDR	50
CPI-SS0B0E09B1C	Th2	DC-like Monocytes	CTLA4	CD86	0.526	0.585	0	0.555	0.555	curated	CTLA4_CD86	CTLA4	CD86	40
CPI-SS077D7365D	Th2	DC-like Monocytes	CD28	CD86	0.517	0.585	0	0.551	0.551	curated	CD28_CD86	CD28	CD86	42
CPI-SS092E57263	Th2	CD1C+CLEC10A+IL1Bhigh DC	CSF2	CSF1R	0.394	0.696	0	0.545	0.545	guidetopharmacology.org	CSF2_CSF1R	CSF2	CSF1R	34
CPI-SS0A84B95C5	Th2	DC-like Monocytes	NR3C1	CCL2	0.806	0.279	0	0.543	0.543	InnateDB	NR3C1_CCL2	NR3C1	CCL2	15
CPI-SS0A84B95C5	Th2	FCN1+VCAN+IL1Bhigh Monocytes	NR3C1	CCL2	0.806	0.266	0	0.536	0.536	InnateDB	NR3C1_CCL2	NR3C1	CCL2	15
CPI-SS08A1F8C22	Th2	CD1C+CLEC10A+IL1Bhigh DC	TGFB1	VDR	0.816	0.252	0	0.534	0.534	InnateDB-All	TGFB1_VDR	TGFB1	VDR	50
CPI-SS0419B80C4	Th2	Fibroblast 6	LGALS9	LRP1	0.117	0.948	0	0.533	0.533	InnateDB-All	LGALS9_LRP1	LGALS9	LRP1	31
CPI-SS08A1F8C22	Th2	Keratinocyte 6	TGFB1	VDR	0.816	0.25	0	0.533	0.533	InnateDB-All	TGFB1_VDR	TGFB1	VDR	50
CPI-SS085EE60B1	Th2	Effector CD8 T	TGFB1	TGFBR3	0.816	0.244	0	0.53	0.53	curated	TGFB1_TGFBR3	TGFB1	TGFBR3	49
CPI-SS061A7E099	Th2	Memory CD4 T	CD55	ADGRE5	0.515	0.545	0	0.53	0.53	curated	CD55_ADGRE5	CD55	ADGRE5	41
CPI-SS061A7E099	Th2	Th2	CD55	ADGRE5	0.515	0.545	0	0.53	0.53	curated	CD55_ADGRE5	CD55	ADGRE5	41
CPI-SS03F821467	Th2	APOE+CD9+ Monocytes	CD96	NECTIN1	0.676	0.38	0	0.528	0.528	curated	CD96_NECTIN1	CD96	NECTIN1	45
CPI-SS061A7E099	Th2	Proliferating T	CD55	ADGRE5	0.515	0.534	0	0.524	0.524	curated	CD55_ADGRE5	CD55	ADGRE5	41
CPI-SS0859C173B	Th2	Fibroblast 6	TNFSF14	LTBR	0.52	0.521	0	0.52	0.52	curated	TNFSF14_LTBR	TNFSF14	LTBR	48
CPI-SS0D4C221B8	Th2	CD1C+CLEC10A+IL1Blow DC	ICAM1	AREG	0.244	0.793	0	0.519	0.519	InnateDB-All	ICAM1_AREG	ICAM1	AREG	16
CPI-SS0E7D5974D	Th2	Th2	TNF	TNFRSF1B	0.439	0.592	0	0.516	0.516	curated	TNF_TNFRSF1B	TNF	TNFRSF1B	32
CPI-SS0859C173B	Th2	Fibroblast 1	TNFSF14	LTBR	0.52	0.504	0	0.512	0.512	curated	TNFSF14_LTBR	TNFSF14	LTBR	48
CPI-SS0E7D5974D	Th2	DC-like Monocytes	TNF	TNFRSF1B	0.439	0.584	0	0.511	0.511	curated	TNF_TNFRSF1B	TNF	TNFRSF1B	32
CPI-SS0D4C221B8	Th2	Keratinocyte 7	ICAM1	AREG	0.244	0.775	0	0.51	0.51	InnateDB-All	ICAM1_AREG	ICAM1	AREG	16
CPI-SS08A1F8C22	Th2	FCN1+VCAN+IL1Bhigh Monocytes	TGFB1	VDR	0.816	0.2	0	0.508	0.508	InnateDB-All	TGFB1_VDR	TGFB1	VDR	50
CPI-SS085EE60B1	Th2	Memory CD4 T	TGFB1	TGFBR3	0.816	0.201	0	0.508	0.508	curated	TGFB1_TGFBR3	TGFB1	TGFBR3	49
CPI-SS061A7E099	Th2	FCN1+VCAN+IL1Bhigh Monocytes	CD55	ADGRE5	0.515	0.5	0	0.507	0.507	curated	CD55_ADGRE5	CD55	ADGRE5	41
CPI-SS092E57263	Th2	FCN1+VCAN+IL1Bhigh Monocytes	CSF2	CSF1R	0.394	0.618	0	0.506	0.506	guidetopharmacology.org	CSF2_CSF1R	CSF2	CSF1R	34
CPI-SS08A1F8C22	Th2	APOE+CD9+ Monocytes	TGFB1	VDR	0.816	0.194	0	0.505	0.505	InnateDB-All	TGFB1_VDR	TGFB1	VDR	50
CPI-SS0A76A8E97	Th2	CD1C+CLEC10A+IL1Bhigh DC	HLA-F	LILRB2	0.775	0.235	0	0.505	0.505	curated	HLA-F_LILRB2	HLA-F	LILRB2	43
CPI-SS0859C173B	Th2	Keratinocyte CCL2+ Cluster3	TNFSF14	LTBR	0.52	0.489	0	0.505	0.505	curated	TNFSF14_LTBR	TNFSF14	LTBR	48
CPI-SS085EE60B1	Th2	Keratinocyte 1	TGFB1	TGFBR3	0.816	0.188	0	0.502	0.502	curated	TGFB1_TGFBR3	TGFB1	TGFBR3	49
CPI-SS0859C173B	Th2	Fibroblast 0	TNFSF14	LTBR	0.52	0.481	0	0.501	0.501	curated	TNFSF14_LTBR	TNFSF14	LTBR	48
CPI-SS085EE60B1	Th2	NK and gdT	TGFB1	TGFBR3	0.816	0.186	0	0.501	0.501	curated	TGFB1_TGFBR3	TGFB1	TGFBR3	49
CPI-SS03F821467	Th2	Keratinocyte CCL2+ Cluster3	CD96	NECTIN1	0.676	0.319	0	0.498	0.498	curated	CD96_NECTIN1	CD96	NECTIN1	45
CPI-SS07D9A48A2	Th2	FCN1+VCAN+IL1Bhigh Monocytes	LTA	TNFRSF1B	0.227	0.767	0	0.497	0.497	curated	LTA_TNFRSF1B	LTA	TNFRSF1B	38
CPI-SS085EE60B1	Th2	Proliferating T	TGFB1	TGFBR3	0.816	0.178	0	0.497	0.497	curated	TGFB1_TGFBR3	TGFB1	TGFBR3	49
CPI-SS0E7D5974D	Th2	Effector CD8 T	TNF	TNFRSF1B	0.439	0.553	0	0.496	0.496	curated	TNF_TNFRSF1B	TNF	TNFRSF1B	32
CPI-SS0D4C221B8	Th2	Effector CD8 T	ICAM1	AREG	0.244	0.744	0	0.494	0.494	InnateDB-All	ICAM1_AREG	ICAM1	AREG	16
CPI-SS0859C173B	Th2	Keratinocyte 0	TNFSF14	LTBR	0.52	0.468	0	0.494	0.494	curated	TNFSF14_LTBR	TNFSF14	LTBR	48
CPI-SS085EE60B1	Th2	Treg	TGFB1	TGFBR3	0.816	0.17	0	0.493	0.493	curated	TGFB1_TGFBR3	TGFB1	TGFBR3	49
CPI-SS0859C173B	Th2	Keratinocyte 2	TNFSF14	LTBR	0.52	0.46	0	0.49	0.49	curated	TNFSF14_LTBR	TNFSF14	LTBR	48
CPI-SS03F821467	Th2	Keratinocyte 1	CD96	NECTIN1	0.676	0.299	0	0.488	0.488	curated	CD96_NECTIN1	CD96	NECTIN1	45
CPI-SS0D4C221B8	Th2	Th2	ICAM1	AREG	0.244	0.728	0	0.486	0.486	InnateDB-All	ICAM1_AREG	ICAM1	AREG	16
CPI-SS0859C173B	Th2	APOE+CD9+ Monocytes	TNFSF14	LTBR	0.52	0.45	0	0.485	0.485	curated	TNFSF14_LTBR	TNFSF14	LTBR	48
CPI-SS0B0E09B1C	Th2	CD163+CD16A+CCL18+ Monocytes	CTLA4	CD86	0.526	0.444	0	0.485	0.485	curated	CTLA4_CD86	CTLA4	CD86	40
CPI-SS08A1F8C22	Th2	Treg	TGFB1	VDR	0.816	0.153	0	0.484	0.484	InnateDB-All	TGFB1_VDR	TGFB1	VDR	50
CPI-SS0A84B95C5	Th2	Keratinocyte 5	NR3C1	CCL2	0.806	0.158	0	0.482	0.482	InnateDB	NR3C1_CCL2	NR3C1	CCL2	15
CPI-SS0A84B95C5	Th2	Keratinocyte 7	NR3C1	CCL2	0.806	0.158	0	0.482	0.482	InnateDB	NR3C1_CCL2	NR3C1	CCL2	15
CPI-SS03F821467	Th2	Keratinocyte 6	CD96	NECTIN1	0.676	0.286	0	0.481	0.481	curated	CD96_NECTIN1	CD96	NECTIN1	45
CPI-SS077D7365D	Th2	CD163+CD16A+CCL18+ Monocytes	CD28	CD86	0.517	0.444	0	0.48	0.48	curated	CD28_CD86	CD28	CD86	42
CPI-SS085EE60B1	Th2	Keratinocyte 0	TGFB1	TGFBR3	0.816	0.142	0	0.479	0.479	curated	TGFB1_TGFBR3	TGFB1	TGFBR3	49
CPI-SS085EE60B1	Th2	Keratinocyte CCL2- Cluster3	TGFB1	TGFBR3	0.816	0.131	0	0.474	0.474	curated	TGFB1_TGFBR3	TGFB1	TGFBR3	49
CPI-SS08A1F8C22	Th2	CD163+CD16A+CCL18+ Monocytes	TGFB1	VDR	0.816	0.131	0	0.473	0.473	InnateDB-All	TGFB1_VDR	TGFB1	VDR	50
CPI-SS00F282936	Th2	FCN1+VCAN+IL1Bhigh Monocytes	CXCR6	CXCL16	0.469	0.474	0	0.472	0.472	curated	CXCR6_CXCL16	CXCR6	CXCL16	33
CPI-SS08A1F8C22	Th2	Keratinocyte 5	TGFB1	VDR	0.816	0.128	0	0.472	0.472	InnateDB-All	TGFB1_VDR	TGFB1	VDR	50
CPI-SS08A1F8C22	Th2	Keratinocyte CCL2- Cluster3	TGFB1	VDR	0.816	0.129	0	0.472	0.472	InnateDB-All	TGFB1_VDR	TGFB1	VDR	50
CPI-SS03F821467	Th2	Fibroblast 6	CD96	NECTIN1	0.676	0.261	0	0.469	0.469	curated	CD96_NECTIN1	CD96	NECTIN1	45
CPI-SS08A1F8C22	Th2	Keratinocyte 7	TGFB1	VDR	0.816	0.122	0	0.469	0.469	InnateDB-All	TGFB1_VDR	TGFB1	VDR	50
CPI-SS028784FC6	Th2	NK and gdT	HLA-DPA1	TNFSF9	0.531	0.406	0	0.469	0.469	InnateDB-All	HLA-DPA1_TNFSF9	HLA-DPA1	TNFSF9	44
CPI-SS0A76A8E97	Th2	pDC and Mast	HLA-F	LILRB2	0.775	0.164	0	0.469	0.469	curated	HLA-F_LILRB2	HLA-F	LILRB2	43
CPI-SS08A1F8C22	Th2	Keratinocyte 1	TGFB1	VDR	0.816	0.12	0	0.468	0.468	InnateDB-All	TGFB1_VDR	TGFB1	VDR	50
CPI-SS085EE60B1	Th2	APOE+CD9+ Monocytes	TGFB1	TGFBR3	0.816	0.119	0	0.467	0.467	curated	TGFB1_TGFBR3	TGFB1	TGFBR3	49
CPI-SS061A7E099	Th2	Treg	CD55	ADGRE5	0.515	0.419	0	0.467	0.467	curated	CD55_ADGRE5	CD55	ADGRE5	41
CPI-SS08A1F8C22	Th2	Fibroblast 6	TGFB1	VDR	0.816	0.117	0	0.466	0.466	InnateDB-All	TGFB1_VDR	TGFB1	VDR	50
CPI-SS08A1F8C22	Th2	Keratinocyte CCL2+ Cluster3	TGFB1	VDR	0.816	0.112	0	0.464	0.464	InnateDB-All	TGFB1_VDR	TGFB1	VDR	50
CPI-SS0E7D5974D	Th2	CD163+CD16A+CCL18+ Monocytes	TNF	TNFRSF1B	0.439	0.486	0	0.463	0.463	curated	TNF_TNFRSF1B	TNF	TNFRSF1B	32
CPI-SS08A1F8C22	Th2	Keratinocyte 0	TGFB1	VDR	0.816	0.106	0	0.461	0.461	InnateDB-All	TGFB1_VDR	TGFB1	VDR	50
CPI-SS085EE60B1	Th2	Keratinocyte 2	TGFB1	TGFBR3	0.816	0.107	0	0.461	0.461	curated	TGFB1_TGFBR3	TGFB1	TGFBR3	49
CPI-SS08A1F8C22	Th2	Langerhans cells	TGFB1	VDR	0.816	0.098	0	0.457	0.457	InnateDB-All	TGFB1_VDR	TGFB1	VDR	50
CPI-SS08A1F8C22	Th2	Proliferating T	TGFB1	VDR	0.816	0.098	0	0.457	0.457	InnateDB-All	TGFB1_VDR	TGFB1	VDR	50
CPI-SS061A7E099	Th2	CD1C+CLEC10A+IL1Bhigh DC	CD55	ADGRE5	0.515	0.395	0	0.455	0.455	curated	CD55_ADGRE5	CD55	ADGRE5	41
CPI-SS08A1F8C22	Th2	Keratinocyte 2	TGFB1	VDR	0.816	0.094	0	0.455	0.455	InnateDB-All	TGFB1_VDR	TGFB1	VDR	50
CPI-SS0E7D5974D	Th2	Proliferating T	TNF	TNFRSF1B	0.439	0.469	0	0.454	0.454	curated	TNF_TNFRSF1B	TNF	TNFRSF1B	32
CPI-SS08A1F8C22	Th2	Fibroblast 1	TGFB1	VDR	0.816	0.086	0	0.451	0.451	InnateDB-All	TGFB1_VDR	TGFB1	VDR	50
CPI-SS0E7D5974D	Th2	Memory CD4 T	TNF	TNFRSF1B	0.439	0.463	0	0.451	0.451	curated	TNF_TNFRSF1B	TNF	TNFRSF1B	32
CPI-SS00F282936	Th2	APOE+CD9+ Monocytes	CXCR6	CXCL16	0.469	0.429	0	0.449	0.449	curated	CXCR6_CXCL16	CXCR6	CXCL16	33
CPI-SS085EE60B1	Th2	Keratinocyte CCL2+ Cluster3	TGFB1	TGFBR3	0.816	0.081	0	0.448	0.448	curated	TGFB1_TGFBR3	TGFB1	TGFBR3	49
CPI-SS0B0E09B1C	Th2	FCN1+VCAN+IL1Bhigh Monocytes	CTLA4	CD86	0.526	0.356	0	0.441	0.441	curated	CTLA4_CD86	CTLA4	CD86	40
CPI-SS0859C173B	Th2	Keratinocyte CCL2- Cluster3	TNFSF14	LTBR	0.52	0.362	0	0.441	0.441	curated	TNFSF14_LTBR	TNFSF14	LTBR	48
CPI-SS061A7E099	Th2	CD163+CD16A+CCL18+ Monocytes	CD55	ADGRE5	0.515	0.366	0	0.44	0.44	curated	CD55_ADGRE5	CD55	ADGRE5	41
CPI-SS0E7D5974D	Th2	CD1C+CLEC10A+IL1Bhigh DC	TNF	TNFRSF1B	0.439	0.441	0	0.44	0.44	curated	TNF_TNFRSF1B	TNF	TNFRSF1B	32
CPI-SS0859C173B	Th2	Keratinocyte 1	TNFSF14	LTBR	0.52	0.356	0	0.438	0.438	curated	TNFSF14_LTBR	TNFSF14	LTBR	48
CPI-SS077D7365D	Th2	FCN1+VCAN+IL1Bhigh Monocytes	CD28	CD86	0.517	0.356	0	0.437	0.437	curated	CD28_CD86	CD28	CD86	42
CPI-SS028784FC6	Th2	Memory CD4 T	HLA-DPA1	TNFSF9	0.531	0.343	0	0.437	0.437	InnateDB-All	HLA-DPA1_TNFSF9	HLA-DPA1	TNFSF9	44
CPI-SS028784FC6	Th2	Proliferating T	HLA-DPA1	TNFSF9	0.531	0.341	0	0.436	0.436	InnateDB-All	HLA-DPA1_TNFSF9	HLA-DPA1	TNFSF9	44
CPI-SS0859C173B	Th2	Keratinocyte 6	TNFSF14	LTBR	0.52	0.349	0	0.434	0.434	curated	TNFSF14_LTBR	TNFSF14	LTBR	48
CPI-SS028784FC6	Th2	CD1C+CLEC10A+IL1Bhigh DC	HLA-DPA1	TNFSF9	0.531	0.331	0	0.431	0.431	InnateDB-All	HLA-DPA1_TNFSF9	HLA-DPA1	TNFSF9	44
CPI-SS0859C173B	Th2	FCN1+VCAN+IL1Bhigh Monocytes	TNFSF14	LTBR	0.52	0.342	0	0.431	0.431	curated	TNFSF14_LTBR	TNFSF14	LTBR	48
CPI-SS00F282936	Th2	CD163+CD16A+CCL18+ Monocytes	CXCR6	CXCL16	0.469	0.392	0	0.43	0.43	curated	CXCR6_CXCL16	CXCR6	CXCL16	33
CPI-SS061A7E099	Th2	Langerhans cells	CD55	ADGRE5	0.515	0.346	0	0.43	0.43	curated	CD55_ADGRE5	CD55	ADGRE5	41
CPI-SS028784FC6	Th2	CD1C+CLEC10A+IL1Blow DC	HLA-DPA1	TNFSF9	0.531	0.322	0	0.427	0.427	InnateDB-All	HLA-DPA1_TNFSF9	HLA-DPA1	TNFSF9	44
CPI-SS028784FC6	Th2	pDC and Mast	HLA-DPA1	TNFSF9	0.531	0.316	0	0.424	0.424	InnateDB-All	HLA-DPA1_TNFSF9	HLA-DPA1	TNFSF9	44
CPI-SS0EF1A7415	Th2	DC-like Monocytes	CCR4	CCL17	0.299	0.535	0	0.417	0.417	curated	CCR4_CCL17	CCR4	CCL17	36
CPI-SS0E7D5974D	Th2	NK and gdT	TNF	TNFRSF1B	0.439	0.393	0	0.416	0.416	curated	TNF_TNFRSF1B	TNF	TNFRSF1B	32
CPI-SS0859C173B	Th2	CD1C+CLEC10A+IL1Bhigh DC	TNFSF14	LTBR	0.52	0.307	0	0.414	0.414	curated	TNFSF14_LTBR	TNFSF14	LTBR	48
CPI-SS092E57263	Th2	Proliferating T	CSF2	CSF1R	0.394	0.432	0	0.413	0.413	guidetopharmacology.org	CSF2_CSF1R	CSF2	CSF1R	34
CPI-SS028784FC6	Th2	Treg	HLA-DPA1	TNFSF9	0.531	0.294	0	0.413	0.413	InnateDB-All	HLA-DPA1_TNFSF9	HLA-DPA1	TNFSF9	44
CPI-SS0859C173B	Th2	Langerhans cells	TNFSF14	LTBR	0.52	0.301	0	0.411	0.411	curated	TNFSF14_LTBR	TNFSF14	LTBR	48
CPI-SS07D9A48A2	Th2	Th2	LTA	TNFRSF1B	0.227	0.592	0	0.409	0.409	curated	LTA_TNFRSF1B	LTA	TNFRSF1B	38
CPI-SS061A7E099	Th2	Fibroblast 1	CD55	ADGRE5	0.515	0.302	0.01	0.408	0.408	curated	CD55_ADGRE5	CD55	ADGRE5	41
CPI-SS0D4C221B8	Th2	Memory CD4 T	ICAM1	AREG	0.244	0.568	0	0.406	0.406	InnateDB-All	ICAM1_AREG	ICAM1	AREG	16
CPI-SS07D9A48A2	Th2	DC-like Monocytes	LTA	TNFRSF1B	0.227	0.584	0	0.405	0.405	curated	LTA_TNFRSF1B	LTA	TNFRSF1B	38
CPI-SS0F3D40856	Th2	pDC and Mast	PGRMC2	CCL4L2	0.104	0.691	0	0.397	0.397	IMEx,IntAct	PGRMC2_CCL4L2	PGRMC2	CCL4L2	25
CPI-SS028784FC6	Th2	Th2	HLA-DPA1	TNFSF9	0.531	0.254	0	0.393	0.393	InnateDB-All	HLA-DPA1_TNFSF9	HLA-DPA1	TNFSF9	44
CPI-SS0859C173B	Th2	CD1C+CLEC10A+IL1Blow DC	TNFSF14	LTBR	0.52	0.264	0	0.392	0.392	curated	TNFSF14_LTBR	TNFSF14	LTBR	48
CPI-SS0859C173B	Th2	DC-like Monocytes	TNFSF14	LTBR	0.52	0.262	0	0.391	0.391	curated	TNFSF14_LTBR	TNFSF14	LTBR	48
CPI-SS07D9A48A2	Th2	Effector CD8 T	LTA	TNFRSF1B	0.227	0.553	0	0.39	0.39	curated	LTA_TNFRSF1B	LTA	TNFRSF1B	38
